,Unnamed: 0,Unnamed: 0.1,link,jobtitle,jobcompany,joblocation,jobsalary,text
870,14812,14812,https://www.indeed.com/viewjob?jk=1396ae0a59315cfa&fccid=c1099851e9794854&vjs=3,Health Sensing Data Scientist,Apple,"Santa Clara Valley, CA","$53,620 - $69,037 a year",4+ years of experience in machine learning algorithm developmentExperience with state-of-the-art machine learning tools and techniquesStrong background in experimental design and statistical analysisFamiliarity with algorithm implementation in C/C++
871,14814,14814,https://www.indeed.com/viewjob?jk=6ceeb353719bcf7d&fccid=3453268f43beb582&vjs=3,Data Scientists Analysts,Altair Engineering,Michigan,,"The Data Operations analyst discovers and curates new and existing data sources (for proprietary and transaction data, etc.) for use in building incremental value and insight for the business. Analyst will make recommendations for alternative ways to bring data to life to solve business problems. At times, the problem is identified by a business unit, frequently wishing to optimize cost, revenue, or improve quality, and at times problems are formulated by the Data Scientists. The Analyst identifies internal and external data sources and enables skill teams and analytics teams to leverage the data with their analytic tools to answer their key questions.Lead the process of ingesting the assigned data source (act as a Project Manager): Facilitate the meeting for source screening, and be responsible for the completion of the source screening Guide IT and the DSC on the design and landing of the data landing, and be able to be the single point of contact for the DSC on the design and landing Guide IT and the DSC on the transformation of the source application, be able to be the single point of contact for the DSC on the transformation.Acting as the data steward to ensure that all information utilized adheres to compliance, access management, and control policies as set forth by GDIA.Providing on-going tracking and monitoring of data qualityCreating Data Models using Alteryx and InformaticaSolving client analytics problems and communicates results and methodologies.Working closely with different teams to solve problems related to client analytics.Working cross-functionally to manage data and analytic projects.Improving department results through innovation.Strong use of Informatica (mandatory):
Data wrangling and data flows
Data Profiling
ScorecardData wrangling and data flowsData ProfilingScorecardStrong use of Alteryx (mandatory):
Data wrangling and data flows
Data Profiling
ScorecardData wrangling and data flowsData ProfilingScorecardStrong collaboration and communications skills (mandatory)Ability to work independently (mandatory)Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets. (mandatory)Data wrangling and data flowsData ProfilingScorecardData wrangling and data flowsData ProfilingScorecardSQL, Qlik,Worked with InformaticaUnderstanding of Hierarchical programmingBachelors or MasterMaster’s degree in Business, Information Technology, Analytics or other relevant discipline"
872,14816,14816,https://www.indeed.com/viewjob?jk=4b4362b41034a7a4&fccid=a13c40c13c1aafa9&vjs=3,Summer Internship 2019 / Statistics and Machine Learning Intern,Abt Associates,"Durham, NC",,"Implement novel machine learning methods and statistical models using a variety of data sourcesClean, manipulate, and analyze a variety of quantitative dataProvide custom visuals and/or maps to clientsResearch and summarize various documents, reports, and related materials.Assist with preparation for meetings, and scheduling and set up.Is currently enrolled in an graduate level degree program (masters or doctoral level)Ideal candidates will have academic or work experience in statistics, mathematics, computer science, or other data sciencesCandidate must have experience with at least one or more of the following: R, SAS, Python, or StataCandidate should understand some theory behind advanced data methods and be capable of integration of methods for real world data analyticsStrong written and verbal communication skills a plusSQL, Java, Tableau, SPSS, JMP, ArcGIS, or Matlab skills are beneficial but not requiredHas excellent communication skills, both oral and writtenIs available to work full-time throughout the 10 week internshipIs eligible to work in the United StatesTransitioning military are encouraged to apply"
873,14825,14825,https://www.indeed.com/viewjob?jk=277bbd3d977bdebb&fccid=734cb5a01ee60f80&vjs=3,Data & Applied Scientist,Microsoft,"Redmond, WA",,"You will work with stakeholders to formulate approaches to solve problems using algorithms and data sources in context of customer, engineering, and business needs.You will use data exploration techniques to discover new opportunities within your problem area.You will interpret the results of analyses, validate approaches, and learn to monitor, analyze, and iterate to continuously improve.You will engage with stakeholders to produce clear, compelling, and actionable insights that influence product and service improvements that will impact millions of customers.You will also engage in the peer review process and act on feedback while learning innovative methods, algorithms, and tools to increase the impact and applicability of your results.Bachelor’s degree required3-6 years’ experience as a data engineer, BI developer, or data analyst, in an engineering or technology operations environment3-6 years' experience in building BI solutions, Excel, PowerBI, and SQL requiredExperience with complex data stores and big data platforms requiredExcellent project management skills, including issue tracking, research, cross-group collaboration, and communicationStrong problem resolution, judgment and decision-making skills requiredPrior experience and knowledge of MS systems tools such as MS Sales, SAP, Azure Insights preferredPrior experience programming in SQL, R, Python preferred"
874,14832,14832,https://www.indeed.com/viewjob?jk=4076d4795ead7dc2&fccid=ebb3d4e620a338ab&vjs=3,Quantitative Social Scientist,Juntos,"San Carlos, CA",,"Collaborate with software Engineers, Designers, and Product Managers at Juntos to identify effective strategies to promote financial inclusion.Dig through rich experimental data to find which of our text-message conversations have been effective and which we should abandon.You will also collaborate with senior members of the Data and Engineering teams to build programming and analytical skills. And, along the way, you will learn about the language, culture, and economic circumstances present across the four continents where we work.If you are looking for an entry to a mid-level role, you have solid statistical programming skills, and are looking into ways to make a difference in the world, we’d love to talk to you.Undergrad degree in Social Sciences, Economics, Statistics, Math, Computer Science, or related fieldBackground & comfort with statistics & statistical programming. Familiarity with Python or R is requiredFamiliarity with PySpark is highly preferredFamiliarity with experimental design and statistical power analysisFamiliarity with econometrics and statistical modeling (linear regression, discrete models, hierarchical modeling)A passion for pulling signal from noise and the judgment to identify actionable learningsExperience with the tools of Software Engineering (source control, command line, etc) preferredPreference for collaborative work. Keen listening & observational skillTrue love of learning. Ability to explain complex concepts in simple, straightforward termsHumility in actions, conversations, and mentality. Strong personal satisfaction from collective success"
875,14833,14833,https://www.indeed.com/viewjob?jk=e8f8607e7353a3ab&fccid=5c616ca9b51e8497&vjs=3,SR DATA SCIENTIST,"Foot Locker, Inc.","New York, NY",,"Accesses data from a variety of sources, including RDMS, NoSQL, or API.
Performs data aggregations, joins, manipulations, and cleaning to ensure data integrity throughout the entire analytical process.
Applies supervised and unsupervised modeling techniques to data to generate predictions and uncover patterns.
Develops hypothesis statements and applies statistical testing to determine causality and generalize observations.
Solves problems by applying a variety of predictive modeling/machine learning/deep learning techniques.
Maintains a comprehensive understanding of the current analytical landscape, including emergent technologies and methods.
Works closely with the Data Engineering and Product teams to ensure the successful completion of projects.
Decomposes problem statements into specific deliverables and requirements.
Supports the Product Owners in developing sprint goals and roadmaps.
Continuously scans the Data Science landscape for recent developments and opportunities to ingrate new methodologies into the existing project portfolio.
Creates presentations and delivers results to colleagues, stakeholders and executive leadership.
Leads peer review sessions and collaborative exercises to build the team's overall analytical capability.
Thoroughly understands Foot Locker’s retail business model and can seamlessly connect data, context, and analytical solutions.
Mentors junior team members and provides constructive critique on specific projects.Accesses data from a variety of sources, including RDMS, NoSQL, or API.Performs data aggregations, joins, manipulations, and cleaning to ensure data integrity throughout the entire analytical process.Applies supervised and unsupervised modeling techniques to data to generate predictions and uncover patterns.Develops hypothesis statements and applies statistical testing to determine causality and generalize observations.Solves problems by applying a variety of predictive modeling/machine learning/deep learning techniques.Maintains a comprehensive understanding of the current analytical landscape, including emergent technologies and methods.Works closely with the Data Engineering and Product teams to ensure the successful completion of projects.Decomposes problem statements into specific deliverables and requirements.Supports the Product Owners in developing sprint goals and roadmaps.Continuously scans the Data Science landscape for recent developments and opportunities to ingrate new methodologies into the existing project portfolio.Creates presentations and delivers results to colleagues, stakeholders and executive leadership.Leads peer review sessions and collaborative exercises to build the team's overall analytical capability.Thoroughly understands Foot Locker’s retail business model and can seamlessly connect data, context, and analytical solutions.Mentors junior team members and provides constructive critique on specific projects.Accesses data from a variety of sources, including RDMS, NoSQL, or API.Performs data aggregations, joins, manipulations, and cleaning to ensure data integrity throughout the entire analytical process.Applies supervised and unsupervised modeling techniques to data to generate predictions and uncover patterns.Develops hypothesis statements and applies statistical testing to determine causality and generalize observations.Solves problems by applying a variety of predictive modeling/machine learning/deep learning techniques.Maintains a comprehensive understanding of the current analytical landscape, including emergent technologies and methods.Works closely with the Data Engineering and Product teams to ensure the successful completion of projects.Decomposes problem statements into specific deliverables and requirements.Supports the Product Owners in developing sprint goals and roadmaps.Continuously scans the Data Science landscape for recent developments and opportunities to ingrate new methodologies into the existing project portfolio.Creates presentations and delivers results to colleagues, stakeholders and executive leadership.Leads peer review sessions and collaborative exercises to build the team's overall analytical capability.Thoroughly understands Foot Locker’s retail business model and can seamlessly connect data, context, and analytical solutions.Mentors junior team members and provides constructive critique on specific projects.Advanced SQL skills and is comfortable operating with relational data models and structure.
Advanced skills with NoSQL databases and can interact with large amounts of data stored in a Hadoop environment.
Is capable of accessing data via a variety of API/RESTful services.
Advanced programming skills in either R, Python, or similar analytical language.
Intermediate knowledge of Linux and Bash. Can interact with the OS at the command line and create shell scripts to automate workflows.
Experience with state of the art techniques such as AI and Deep Learning.
Advanced knowledge of Apache Spark.
Intermediate knowledge of cloud environments such as AWS and Azure.
Intermediate understanding of software development and collaboration, including experience with tools such as Git.
Exceptional written and verbal communication skills, comfortable presenting in front of large audiences.
A basic understanding of Agile methodologies and continuous delivery.
Excellent data visualization skills, is able to determine the appropriate visualization for a variety of data types and create compelling stories with data.
An advanced understanding of supervised and unsupervised learning techniques including; variable selection, feature engineering, model generation, model diagnostics, and deployment.
Excellent statistical skills that are grounded in a thorough understanding of testing and frequentist/Bayesian methodologies.
A proven track record of leading successful projects and driving measurable, viable results using Data Science techniques.Advanced SQL skills and is comfortable operating with relational data models and structure.Advanced skills with NoSQL databases and can interact with large amounts of data stored in a Hadoop environment.Is capable of accessing data via a variety of API/RESTful services.Advanced programming skills in either R, Python, or similar analytical language.Intermediate knowledge of Linux and Bash. Can interact with the OS at the command line and create shell scripts to automate workflows.Experience with state of the art techniques such as AI and Deep Learning.Advanced knowledge of Apache Spark.Intermediate knowledge of cloud environments such as AWS and Azure.Intermediate understanding of software development and collaboration, including experience with tools such as Git.Exceptional written and verbal communication skills, comfortable presenting in front of large audiences.A basic understanding of Agile methodologies and continuous delivery.Excellent data visualization skills, is able to determine the appropriate visualization for a variety of data types and create compelling stories with data.An advanced understanding of supervised and unsupervised learning techniques including; variable selection, feature engineering, model generation, model diagnostics, and deployment.Excellent statistical skills that are grounded in a thorough understanding of testing and frequentist/Bayesian methodologies.A proven track record of leading successful projects and driving measurable, viable results using Data Science techniques.Advanced SQL skills and is comfortable operating with relational data models and structure.Advanced skills with NoSQL databases and can interact with large amounts of data stored in a Hadoop environment.Is capable of accessing data via a variety of API/RESTful services.Advanced programming skills in either R, Python, or similar analytical language.Intermediate knowledge of Linux and Bash. Can interact with the OS at the command line and create shell scripts to automate workflows.Experience with state of the art techniques such as AI and Deep Learning.Advanced knowledge of Apache Spark.Intermediate knowledge of cloud environments such as AWS and Azure.Intermediate understanding of software development and collaboration, including experience with tools such as Git.Exceptional written and verbal communication skills, comfortable presenting in front of large audiences.A basic understanding of Agile methodologies and continuous delivery.Excellent data visualization skills, is able to determine the appropriate visualization for a variety of data types and create compelling stories with data.An advanced understanding of supervised and unsupervised learning techniques including; variable selection, feature engineering, model generation, model diagnostics, and deployment.Excellent statistical skills that are grounded in a thorough understanding of testing and frequentist/Bayesian methodologies.A proven track record of leading successful projects and driving measurable, viable results using Data Science techniques."
876,14834,14834,https://www.indeed.com/viewjob?jk=8e21055f4ff7c3e7&fccid=7077d7e88049c02a&vjs=3,Sr Data Scientist,Aetna,"New York, NY 10016 (Gramercy area)",,"Develops and/or uses advanced algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomesUses strong programming skills to explore, analyze and interpret large volumes of data in various forms, and solve complex business problemsSupports deployment of insights across multiple channels, i.e., web, mobile app, email, social, call center, Apple watchDemonstrates strong ability to communicate technical concepts and implications to peers, managers, and business partners5 or more years of progressively complex related experienceDemonstrates proficiency in most areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and in-depth specialization in some areasExpertise in using R or Python to manipulate large data sets and develop statistical modelsExpertise in data management in an Hadoop environment, including use of HiveExcellent problem solving skills, critical thinking and conceptual thinking abilitiesStrong ability to communicate technical concepts and implications to business partnersSome knowledge of health care industry preferred"
877,14835,14835,https://www.indeed.com/viewjob?jk=3259bc75bd2a9d9a&fccid=71b1543b29473502&vjs=3,Data Scientist,GEICO,"Chevy Chase, MD",,"A minimum of 3 years of experience in data mining, machine learning and distributed computing is requiredBachelors degree in Statistics, Data Science, Computer Science or Mathematics preferredFamiliarity with Hadoop, Pig, Hive and MapReduce is requiredKnowledge with Python, Perl or other scripting language is a mustDemonstrated proficiency with statistical computing languages such as R, MATLAB, etc.Experience with integrating large-scale heterogeneous datasets is requireKnowledge with statistical research techniques, including modeling, data mining, clustering and segmentationExcellent interpersonal skills and ability to communicate effectively with third parties and internal staff at all levels of the organizationStrong analytical and problem solving skillsExcellent organization and time management skills401(k) and profit-sharing plansMedical, dental, vision and life insurancePaid vacation, holidays and leave programsTuition reimbursementAssociate assistance programFlexible spending accountsBusiness casual dressFitness and dining facilities (at most locations)Associate clubs and sports teamsVolunteer opportunitiesGEICO Federal Credit UnionBenefit offerings for positions other than full-time may vary."
878,14836,14836,https://www.indeed.com/viewjob?jk=78efbc6bb210cde7&fccid=05e939b5a0f17a87&vjs=3,"Analytics & Data Optimization, Data, and Technology Summer Intern",Ankura Consulting Group,"Chicago, IL",,"Identify, research, and organize information to assess the appropriateness and sufficiency of available data;Determine the relationships among multiple data sources and types of information;Aggregate, cleanse, and normalize disparate sources of data;Analyze and interpret historical financial, operational, and transactional data;Create summaries, data visualizations, written analyses, and other presentations of work performed;Generate consistent and thorough documentation to support processes developed throughout the project lifecycle;Participate in internal and external team meetings;Maintain a professional image within the company;Travel and/or overtimeStrong interest in using technology to solve complex data problems;Ability to engage in team-oriented projects within a dynamic and fast-paced environment;Advanced decision-making, problem-solving, logic-based skills with a strong attention to detail;Ability to interact confidently with team members;Excellent communication (written and verbal), quantitative, and organizational skills;Strong work ethic, eagerness for continued development, and motivation to succeed;Ability to manage time and tasks to meet internal and external deadlines"
879,14838,14838,https://www.indeed.com/viewjob?jk=ea2b4da30936cc48&fccid=b21b07a5dc052ed6&vjs=3,Data Analyst,Walmart Stores,"Newton, MA",,"Using leading-edge tools to mine and analyze customer and transactional data to determine the impact of loyalty programs and marketing campaign on customer behaviorCreating actionable customer segments/clusters for reporting and targeting purposesCreating predictive models to determine expected results of loyalty programs/marketing campaigns.Analyzing email campaign data to recommend/improve promotional opportunitiesDeveloping new analytical methodologies to deliver deeper insights to our clientsPresenting results to both internal and external customersTrack record of excellent analytical and problem solving skillsProven ability to translate business problems into executable analysesA good understanding of statistics, including regression and predictive modelingExcellent communication skills to make recommendations and analysis to business users, both verbally and writtenBachelor of Science with a major in Statistics, Decision Sciences, Applied Mathematics degree or similar quantitative field of studyRestaurant or Retail analytics experienceExperience with loyalty programsExperience using analytic software and BI (Business Intelligence) toolsProficient in SQL and knowledgeable about relational databases"
880,14840,14840,https://www.indeed.com/viewjob?jk=388c60296b23384d&fccid=8218e7f67e7fa931&vjs=3,Data Analyst Intern to Full Time Hire,IBM,"New York, NY",,"Obtain knowledge in client business model, their long and short-term business goals, and unique set of challenges in the context of online and offline 1:1 marketing (some direct interaction with clients may be necessary).Participate in solutioning sessions led by senior members of the company.Assist in procurement of data from various sources and perform data audits.Produce standard and ad hoc reports, in graph or report formats, as required.Help creating client presentations, providing key metrics and backup reports·Interpret analytical results and provide insights; present key findings in a concise manner.Continuously seek for domain and industry best practices and make suggestions.Audit deliverables ensuring accuracy by critically examining the data and reports against requirements.Collaborate with Account Managers and the product development team for product improvements and new features development."
881,14859,14859,https://www.indeed.com/viewjob?jk=10f9be95309643cb&fccid=f89deb5a97c7738a&vjs=3,Data Scientist,Adobe,"San Jose, CA",,"Research and develop machine learning models and algorithms to solve various business problemsImplement scalable and efficient modeling algorithms and modeling pipelines that can work with large-scale data in production systemsCollaborate with product management and engineering groups to develop new products and features.PhD or MS degree in Computer Science, Electrical Engineering, Statistics, Applied Math, Econometrics, Operations Research, or other related fields.Deep understanding of statistical modeling, machine learning, or data mining concepts, and a track record of solving problems with these methods.Proficient in one or more programming languages such as Python, Java and CFamiliar with one or more machine learning, statistical modeling tools such as R, Matlab, scikit learn and deep learning frameworks, such as tensorflow, keras, caffe, torch.Knowledge and experience of working with relational databases and SQLStrong analytical and quantitative problem solving ability.Excellent communication, relationship skills and a strong team player.Experience with big data techniques (such as Hadoop, MapReduce, Hive, Pig, Spark)"
882,14863,14863,https://www.indeed.com/viewjob?jk=89e7d312be700ffc&fccid=5cf4e54c5ef78aa7&vjs=3,Data Scientist - Machine Learning,Affirm,"San Francisco, CA 94126 (Financial District area)",,"Build production fraud and credit machine learning models; your models will decide who we lend to in real timeConduct ad-hoc data analyses; your analyses will decide which policies we adopt, where we expand our business, and whom our partners will bePassion and drive to change consumer banking for the better5+ years industry experience or PhD in a related field and 2+ years experienceDeep understanding of and experience with machine learning and data analysisStrong programming ability, preferably in pythonAdvanced degree preferred"
883,14865,14865,https://www.indeed.com/viewjob?jk=fb93051c220a1e13&fccid=a13c40c13c1aafa9&vjs=3,Summer Internship 2019 / Data Science Intern,Abt Associates,"Rockville, MD 20852",,"Natural Language Processing (NLP) stack testingAssist in NLP model development and deploymentManage and develop databases and stored proceduresDevelop data visualizationsResearch and summarize various documents, reports, and related materials.Applicants should currently be enrolled in an masters or PhD degree programIdeal candidates will have academic or work experience in machine learning, NLP, software engineering, data science, or an applied statistics discipline with a strong programming backgroundIdeal candidates will also have some python programming experienceData visualization capabilities using Jupiter Notebook or Tableau etc. are a plusSQL, Java, PHP, or JavaScript are beneficial but not requiredHas excellent communication skills, both oral and writtenIs available to work full-time throughout the 10 week internshipIs eligible to work in the United StatesTransitioning military are encouraged to apply"
884,14867,14867,https://www.indeed.com/viewjob?jk=686c138e8669f4d5&fccid=4514e98bb41669d2&vjs=3,Data Scientist,Convoy,"Seattle, WA",,"Recommendation SystemsForecasting/Time SeriesMarketplace DynamicsPrediction/ClassificationExperimentationCausal Inference/Observational Data AnalysisAuction OptimizationOperations ResearchMS or PhD in economics/econometrics, statistics, computer science, operations research, a natural science or equivalent quantitative subjectExperience with scientific/statistical languages such as R, Python, or Julia2+ years of experience doing statistical modeling for analysis and/or predictionIntelligent but practical, you want to get things done and love simplicityYou’re a leader and will speak up where neededExperience with two-sided markets (platforms) and other economic theoryExperience in bidding and pricing (e.g., quant experience)Experience in causal inference and experimentationBig data tools such as Spark, and/or HadoopSQL fluency"
885,14877,14877,https://www.indeed.com/viewjob?jk=acfd23917d6c4d1f&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Scientist,Citi,"New York, NY 10261 (Murray Hill area)",,"Primary Location: United States,New York,New YorkEducation: Bachelor's DegreeJob Function: TechnologySchedule: Full-timeShift: Day JobEmployee Status: RegularTravel Time: NoJob ID: 18069239Contribute towards the construction of innovative solutions, tools and frameworks for Global Investments via improved data capture & efficient programmingMaintain data sets to successfully identify, integrate and execute innovation initiativesSolve key challenges with data linkage and digitization by exploring opportunities in disruptive new technology to grow a data-centric cultureWork with internal and third party sources to obtain and process data for visualization and analytical insightsEnsuring the completeness and comprehensiveness of data structure by integrating the sources for newly identified data pointsDesign, and develop scripts to import, modify and enhance data to identify client opportunitiesConsistently follow and support regulatory policiesKnowledge of Capital Markets and Managed Investment products including derivatives and alternative investments.Programming skills to apply to data science / engineering projects, including:Strong organizational skills with the ability to prioritize, multitask and adapt to changing prioritiesStrong attention to detail and demonstrated ability to produce high quality, accurate work: your work will directly impact the advice we give to our clients!Strong written / verbal communication skillsCan-do attitude, sense of ownership and a team-player approach.Client Service oriented with the ability to strengthen relationships across Operations, Technology, Global Investments and other partners, working together to deepen client relationshipsStrong Business English skills requiredQuantitative background in in a technical field with a Graduate degree (Computer Science, Engineering, Statistics, Math, or related disciplines)Any additional languagesKnowledge of Modern Portfolio Theory, risk analytics, financial markets and investment strategies"
886,14879,14879,https://www.indeed.com/viewjob?jk=23cb64ab80be13cf&fccid=ff0ae5c2f51f41ae&vjs=3,Intern Summer 2019 - Data Science,Concurrency,"Chicago, IL 60606 (Loop area)",,"Cloud Datacenter & Customer EngagementOur digital customers expect secure identity and access management along with ease of use. These teams create an efficient, organized and personalized Azure cloud and hybrid datacenter focused solution for our clients. These teams use Azure, Automation & Control, Protection & Recovery, ServiceNow, Windows Server, Dynamics 365, Office 365, and SharePoint.Cloud Application and Data AnalyticsThese teams can turn intelligent insights into prescriptive actions by leveraging a modern data platform and advanced analytics techniques. From production line workers to executives, accessing dashboards and reports should all be part of a day’s work. Additionally, so should interfacing with corporate, third-party and data recorded by sensors. This team leverages C#, HTML, JavaScript, CSS, Application Security, IoT, Machine Learning, Azure, Power BI, and Visual Studio Team Services.Business Consulting & Modern IT ManagementThese teams use communication and collaboration to enable the quick design, build, testing and release code from concept to market. Automating updates, installations, reporting and more from a single, centralized location. This team leverages System Center, OMS, Enterprise Mobility + Security, O365, Azure, DevOps, ITSM, ITIL, Six Sigma, Lean, Cobit, ISO9000, and Project ManagementOpen 2019 Summer Analyst Internship Positions.Net Software Engineer InternData Scientist InternCustomer Relationship Management Analysts InternBI Developer InternITSM & Automations InternProductivity & Collaboration InternCommunications and Mobility Intern"
887,14880,14880,https://www.indeed.com/viewjob?jk=c9350f44f545d07a&fccid=1a678cd127cb6b58&vjs=3,Director Data Scientist,Concurrency,"New York, NY",,"Combine top analytical skills with knowledge of our businesses to build and produce models to impact our business in positive ways.Work with other data scientists with a broad range of analytical expertise and subject matter experts to deliver data products and provide business insights through quantitative analysis (Predictive Modeling, Optimization, Visualization, etc.)Assist in the testing and implementation of the models and analysis createdExtract data from various applications and systems, in particular large relational databases, manipulate, explore data and build models using quantitative, statistical and visualization tools.Mentor and manage Data Scientists and EngineersPresent findings, both formally and informally, to audiences at all levels of the organizationServe as an internal expert consultant to senior leadership of Hearst Business MediaIn collaboration with the product management, content development, and engineering teams, identify opportunities to leverage data science techniques in order to create new or improve existing productsEvangelize the use and potential of data science within the organization and in particular the executive, product management and engineering teamsRecruitingEngage with academic community and peer organizations to maintain a current view of technical capabilities and best practices10+ years of experience in relevant areas of computer science, including applied machine learning, deep learning, NLP or related disciplinesStrong statistical background and experience implementing systems in productionStrong foundation in coding skills relevant to data science, e.g., Pig, Hive, SQL, Python, etc.Extensive experience solving analytical problems using quantitative approachesExperience developing production-quality data products using the results of quantitative researchTrack record of successfully managing a diverse team of highly skilled individuals.Must be able to communicate effectively with (non-technical) senior executives internally and externally. Presentation skills are essential.Familiarity with modern data pipelines and ETL practicesDoctorate degree in a quantitative field (e.g., computer science, physics, engineering, mathematics, etc.)Experience in one or more of: Transportation, Healthcare, or FinanceExperience with open source machine learning platformsExperience with cloud-based data processing environments"
888,14883,14883,https://www.indeed.com/viewjob?jk=5c6abed0c2f7c059&fccid=2fdfd060fabdfb04&vjs=3,CX- Associate Data Scientist,Florida Blue,"Jacksonville, FL","$150,000 - $200,000 a year","The essential functions listed represent the major duties of this role, additional duties may be assigned.Manipulate data using large datasets and multiple data sourcesAct as primary Analyst for assigned projects and proactively identify topics for analysisAnalyze or assist in the analysis of processes and programs in achieving stated goals. Provide analyses and recommendations if corrections are needed. Investigates and discovers areas of opportunityMonitor and evaluate patterns, costs and trendsDevelop Excel-based models and spreadsheets containing advanced functions that are used to evaluate historical trends and forecasts and to identify best practices.Write SAS and/or SQL programs for data extraction. Modifies existing programs for data extractionAccountable for developing insightful and actionable summaries and recommending actionsMay assist in training other team members on basic technical skills4+ years related work experience or equivalent combination of transferable experience and education.Bachelor's degree required or equivalent work experience relevant field can be substituted for 2 years’ work experienceExperience with analytics and inferential statistics.Intermediate level experience writing SQL /SAS or related codeAdvanced Excel skills (ability to create and use pivot tables and formulas) and proficient with Microsoft Office productsAbility to manage tasks independently, take ownership of responsibilities and meet deadlinesStrong written and oral communication skillsHigh critical thinking skills to evaluate alternatives and present solutions that are consistent with business objectives and strategyBachelor’s degree Business Analytics, Health Economics or similar program or Master’s degree in a related field"
889,14885,14885,https://www.indeed.com/viewjob?jk=332d909b460cd188&fccid=f0595ebb13247329&vjs=3,Data Science & Advanced Analytics Senior Associate,New York Life Insurance Co,"New York, NY","$150,000 - $200,000 a year","Partner with members of Marketing, Sales, Product, and Service to identify their analytical needs, and develop solutions to support themSolve complex questions that involve innovative framing, thorough deep-dives and statistical analysisUse your data mining skills to identify new strategic opportunities to promote sales growthPromote a test & learn strategy by assisting other team in the organization with experimental design, measuring results, and recommending improvements based on your findingsCollaborate with other analysts and data scientists across our organization to share best practices, learn new analytical techniques, and champion an organizational culture where data is central to decision makingPassion for data, with a curious mindset and a knack for problem solvingHighly autonomous, independent and innovative thinker4+ years of experience in an analytical role, where data analysis is a significant part of job functionExperience executing multiple end-to-end analytics projects, with demonstrated ability in each of the following areas:Framing the analysisSourcing/preparing data from large databasesAnalyzing data through segmentation, visualizations, and statistical analysisAcquiring insights and developing recommendationsCommunicating results via presentations and Powerpoint decksProficiency with at least one statistical software packages (e.g., R, Python, or SAS)Proficiency with data querying languages (e.g., SQL or Hive)Excellent communication skillsPreferred: Experience with experimental design, statistical analysis, and/or predictive modeling"
890,14976,14976,https://www.indeed.com/company/Anton-Group/jobs/Data-Analyst-72f1e64a060741af?fccid=80f12337b1046aaa&vjs=3,"Data Analyst - SQL Skills, learn ETL and Python on the fly!",Blueline consulting,"Madison, WI","$57,000 - $60,000 a year","LinuxPythonSQLGitCommand Line InterfacesAWSDockerKubernetesHTTP/REST APIsElasticSearchKafkaETL processesDimensional ModellingData Quality AnalysisAutomationSelf-starter, minimal directionProblem solvingEagerness and ability to learn new technologiesAttention to detailFlexibility/ability to adapt to changing circumstances/business needs"
891,14981,14981,https://www.indeed.com/viewjob?jk=636565b6db8a0ccc&fccid=880e4714f2ad94a8&vjs=3,Data Scientist - Game Economy Optimization,Unity Technologies,"San Francisco, CA 94107 (South Of Market area)","$57,000 - $60,000 a year","Collaborate with data scientists and engineers to design, develop and operationalize machine-learning based decision making systemsSolve complex problems and propose solutions in collaboration with the data science teamKeep abreast with developments in machine learning, data science, game monetization, by attending meetings, conferences and reading current publications and mediaDevelop and implement machine learning models and pipelines with Python, Spark ,TensorFlow/Keras and PyTorchBS/MSc/PhD in machine learning, data science, math, physics, computer science or equivalent degree plus two to four year experience in Game economy optimization, knowledge of IAP a plusExperience in reinforcement learning, mobile and video gamesExceptional understanding of machine learning concepts, data science and programmingExcellent communication skills with the ability to collaborate with other data scientists, engineers and product managersOpen mind, motivation to learn, and spirit to excel"
892,14982,14982,https://www.indeed.com/viewjob?jk=c0e4a0033d056409&fccid=2f34db75be08f151&vjs=3,DATA VISUALIZATION ANALYST,Unity Technologies,United States,"$57,000 - $60,000 a year","You have an advanced degree in statistics or economics or related field.You have experience using state of the art visualization tools and large data sets.You have excellent quantitative, analytic and data skills."
893,15034,15034,https://www.indeed.com/company/HigherEducation.com/jobs/SEO-Data-Analyst-e0a411d510d59630?fccid=e42b358bd361dfd0&vjs=3,SEO Data Analyst,HigherEducation.com,"Houston, TX","$80,000 a year","4+ years of experience in an analytics roleSEO/Organic search marketing experience (EDU, Lead Generation or Digital Agency a plus)Use of Python and/or SQL to clean, blend, explore, & analyze large data setsHigh level of proficiency in ExcelProven ability to turn raw data and insights into recommendations and action plansExperience in data visualization software (Tableau & QlikView preferred)Ability to communicate effectively with a variety of audiences including SEO, Sales, Developers, Analysts, & ExecutivesBusiness acumen to size different opportunities and prioritize against competing objectivesBachelor of Science degree in Engineering, Economics, Applied Math, Statistics or any other quantitative field (preferred)Experience with SEO tools (Google Analytics, Adwords, Search Console, ranking tools, BrightEdge, Ahrefs, Screaming Frog, SEMRush, etc.)Analytics: 4 years (Required)Bachelor's (Required)United States (Required)Paid time offHealth insuranceDental insuranceGym memberships or discountsCommuting/travel assistanceWorkplace perks such as food/coffee and flexible work schedules"
